reference Smarter;reference SunDevice;IDP;Model;Capacity;Color;Grade
88-PRE8683;;80534;Galaxy S8 G950F;64;Pink;A
88-PRE8684;;79747;Galaxy S8 G950F;64;Grey;A
88-PRE8685;;79730;Galaxy S8 G950F;64;Black;A
89-BAS8692;;79787;Galaxy S8 Plus G955F;64;Silver;C
89-BAS8693;;79767;Galaxy S8 Plus G955F;64;Black;C
89-BAS8694;;80547;Galaxy S8 Plus G955F;64;Blue;C
89-BAS8695;;80542;Galaxy S8 Plus G955F;64;Pink;C
89-BAS8696;;79775;Galaxy S8 Plus G955F;64;Grey;C
89-ECO8687;;79788;Galaxy S8 Plus G955F;64;Silver;D
89-ECO8688;;79768;Galaxy S8 Plus G955F;64;Black;D
89-ECO8689;;80546;Galaxy S8 Plus G955F;64;Blue;D
89-ECO8690;;80541;Galaxy S8 Plus G955F;64;Pink;D
89-ECO8691;;79774;Galaxy S8 Plus G955F;64;Grey;D
89-MED8697;;79786;Galaxy S8 Plus G955F;64;Silver;B
89-MED8698;;79766;Galaxy S8 Plus G955F;64;Black;B
89-MED8699;;80548;Galaxy S8 Plus G955F;64;Blue;B
89-MED8700;;80543;Galaxy S8 Plus G955F;64;Pink;B
89-MED8701;;79776;Galaxy S8 Plus G955F;64;Grey;B
89-PRE8702;;79784;Galaxy S8 Plus G955F;64;Silver;A
89-PRE8703;;79764;Galaxy S8 Plus G955F;64;Black;A
89-PRE8704;;80549;Galaxy S8 Plus G955F;64;Blue;A
89-PRE8705;;80544;Galaxy S8 Plus G955F;64;Pink;A
89-PRE8706;;79777;Galaxy S8 Plus G955F;64;Grey;A
90-BAS8475;;78240;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;C
90-BAS8483;;78245;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;C
90-ECO8473;;78241;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;D
90-ECO8481;;78246;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;D
90-MED8477;;78239;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;B
90-MED8485;;78244;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;B
90-PRE8479;;78238;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;A
90-PRE8487;;78243;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;A
91-BAS8490;;78260;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;C
91-BAS8498;;78255;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;C
91-ECO8496;;78256;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;D
91-ECO8504;;78261;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;D
91-MED8492;;78259;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;B
91-MED8500;;78254;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;B
91-PRE8494;;78257;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;A
91-PRE8502;;78253;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;A
92-BAS8538;;78270;Apple Watch Serie 2 Nike + 38 MM;16;Black;C
92-BAS8542;;78275;Apple Watch Serie 2 Nike + 42 MM;16;Black;C
92-ECO8537;;78271;Apple Watch Serie 2 Nike + 38 MM;16;Black;D
92-ECO8541;;78276;Apple Watch Serie 2 Nike + 42 MM;16;Black;D
92-MED8539;;78269;Apple Watch Serie 2 Nike + 38 MM;16;Black;B
92-MED8543;;78274;Apple Watch Serie 2 Nike + 42 MM;16;Black;B
92-PRE8540;;78268;Apple Watch Serie 2 Nike + 38 MM;16;Black;A
92-PRE8544;;78273;Apple Watch Serie 2 Nike + 42 MM;16;Black;A
94-BAS8554;;78250;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;C
94-BAS8558;;78265;Apple Watch Serie 2 stainless steel 42MM;16;Silver;C
94-ECO8553;;78251;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;D
94-ECO8557;;78266;Apple Watch Serie 2 stainless steel 42MM;16;Silver;D
94-MED8555;;78249;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;B
94-MED8559;;78264;Apple Watch Serie 2 stainless steel 42MM;16;Silver;B
94-PRE8556;;78248;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;A
94-PRE8560;;78263;Apple Watch Serie 2 stainless steel 42MM;16;Silver;A
95-BAS8578;;78220;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;C
95-BAS8582;;78225;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;C
95-ECO8577;;78221;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;D
95-ECO8581;;78226;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;D
95-MED8579;;78219;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;B
95-MED8583;;78224;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;B
95-PRE8580;;78218;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;A
95-PRE8584;;78223;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;A
96-BAS8594;;78230;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;C
96-BAS8598;;78235;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;C
96-ECO8593;;78231;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;D
96-ECO8597;;78236;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;D
96-MED8595;;78229;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;B
96-MED8599;;78234;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;B
96-PRE8596;;78228;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;A
96-PRE8600;;78233;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;A
