IDP;Model;Capacity;Color;Grade;Last purchase price in USD;Floor Price 
77133;iPad 2 WIFI;32;Silver;Grade A;;8.85 
77143;iPad 2 WIFI;64;Silver;Grade A;;8.85 
80282;iPhone 8;64;Grey;Grade C;$422.40;382.65 
80302;iPhone 8;256;Grey;Grade C;$504.00;454.87 
80292;iPhone 8;64;Red;Grade C;$422.40;382.65 
80312;iPhone 8;256;Red;Grade C;$504.00;454.87 
80277;iPhone 8;64;Silver;Grade C;$422.40;382.65 
80297;iPhone 8;256;Silver;Grade C;$504.00;454.87 
80287;iPhone 8;64;Gold;Grade C;$422.40;382.65 
80307;iPhone 8;256;Gold;Grade C;$504.00;454.87 
80283;iPhone 8;64;Grey;Grade D;$422.40;382.65 
80303;iPhone 8;256;Grey;Grade D;$504.00;454.87 
80293;iPhone 8;64;Red;Grade D;$422.40;382.65 
80313;iPhone 8;256;Red;Grade D;$504.00;454.87 
80278;iPhone 8;64;Silver;Grade D;$422.40;382.65 
80298;iPhone 8;256;Silver;Grade D;$504.00;454.87 
80288;iPhone 8;64;Gold;Grade D;$422.40;382.65 
80308;iPhone 8;256;Gold;Grade D;$504.00;454.87 
80281;iPhone 8;64;Grey;Grade B;$441.60;399.65 
80301;iPhone 8;256;Grey;Grade B;$523.20;471.86 
80291;iPhone 8;64;Red;Grade B;$422.40;382.65 
80311;iPhone 8;256;Red;Grade B;$504.00;454.87 
80276;iPhone 8;64;Silver;Grade B;$436.10;394.78 
80296;iPhone 8;256;Silver;Grade B;$523.20;471.86 
80286;iPhone 8;64;Gold;Grade B;$436.10;394.78 
80306;iPhone 8;256;Gold;Grade B;$523.20;471.86 
80280;iPhone 8;64;Grey;Grade A;$470.40;425.13 
80300;iPhone 8;256;Grey;Grade A;$552.00;497.35 
80290;iPhone 8;64;Red;Grade A;;8.85 
80310;iPhone 8;256;Red;Grade A;;8.85 
80275;iPhone 8;64;Silver;Grade A;$470.40;425.13 
80295;iPhone 8;256;Silver;Grade A;$552.00;497.35 
80285;iPhone 8;64;Gold;Grade A;$470.40;425.13 
80305;iPhone 8;256;Gold;Grade A;$552.00;497.35 
80322;iPhone 8 Plus;64;Grey;Grade C;$532.80;480.35 
80342;iPhone 8 Plus;256;Grey;Grade C;$609.60;548.32 
80332;iPhone 8 Plus;64;Red;Grade C;$532.80;480.35 
80352;iPhone 8 Plus;256;Red;Grade C;;8.85 
80317;iPhone 8 Plus;64;Silver;Grade C;$532.80;480.35 
80337;iPhone 8 Plus;256;Silver;Grade C;$609.60;548.32 
80327;iPhone 8 Plus;64;Gold;Grade C;$532.80;480.35 
80347;iPhone 8 Plus;256;Gold;Grade C;$609.60;548.32 
80323;iPhone 8 Plus;64;Grey;Grade D;$443.70;401.50 
80343;iPhone 8 Plus;256;Grey;Grade D;$609.60;548.32 
80333;iPhone 8 Plus;64;Red;Grade D;$443.70;401.50 
80353;iPhone 8 Plus;256;Red;Grade D;;8.85 
80318;iPhone 8 Plus;64;Silver;Grade D;$443.70;401.50 
80338;iPhone 8 Plus;256;Silver;Grade D;$609.60;548.32 
80328;iPhone 8 Plus;64;Gold;Grade D;$443.70;401.50 
80348;iPhone 8 Plus;256;Gold;Grade D;$609.60;548.32 
80321;iPhone 8 Plus;64;Grey;Grade B;$548.80;494.51 
80340;iPhone 8 Plus;256;Grey;Grade B;$609.60;548.32 
80331;iPhone 8 Plus;64;Red;Grade B;$532.80;480.35 
80351;iPhone 8 Plus;256;Red;Grade B;;8.85 
80316;iPhone 8 Plus;64;Silver;Grade B;$552.00;497.35 
80336;iPhone 8 Plus;256;Silver;Grade B;$628.80;565.31 
80326;iPhone 8 Plus;64;Gold;Grade B;$548.80;494.51 
80346;iPhone 8 Plus;256;Gold;Grade B;$609.60;548.32 
80320;iPhone 8 Plus;64;Grey;Grade A;$580.80;522.83 
80339;iPhone 8 Plus;256;Grey;Grade A;$657.60;590.80 
80330;iPhone 8 Plus;64;Red;Grade A;;8.85 
80350;iPhone 8 Plus;256;Red;Grade A;;8.85 
80315;iPhone 8 Plus;64;Silver;Grade A;$578.43;520.73 
80335;iPhone 8 Plus;256;Silver;Grade A;$657.60;590.80 
80325;iPhone 8 Plus;64;Gold;Grade A;$580.80;522.83 
80345;iPhone 8 Plus;256;Gold;Grade A;$657.60;590.80 
80362;iPhone X;64;Grey;Grade C;$619.55;557.12 
80372;iPhone X;256;Grey;Grade C;$768.00;688.50 
80357;iPhone X;64;Silver;Grade C;$619.55;557.12 
80367;iPhone X;256;Silver;Grade C;$705.60;633.27 
80363;iPhone X;64;Grey;Grade D;$619.55;557.12 
80373;iPhone X;256;Grey;Grade D;$768.00;688.50 
80358;iPhone X;64;Silver;Grade D;$619.55;557.12 
80368;iPhone X;256;Silver;Grade D;$705.60;633.27 
80361;iPhone X;64;Grey;Grade B;$696.00;624.78 
80371;iPhone X;256;Grey;Grade B;$730.10;654.96 
80356;iPhone X;64;Silver;Grade B;$619.55;557.12 
80366;iPhone X;256;Silver;Grade B;$705.60;633.27 
80360;iPhone X;64;Grey;Grade A;$681.60;612.04 
80370;iPhone X;256;Grey;Grade A;$753.60;675.75 
80355;iPhone X;64;Silver;Grade A;$681.60;612.04 
80365;iPhone X;256;Silver;Grade A;$816.00;730.97 
79745;Galaxy S8 G950F;64;Grey;Grade C;$299.52;273.91 
79733;Galaxy S8 G950F;64;Black;Grade C;$276.24;253.31 
80537;Galaxy S8 G950F;64;Blue;Grade C;$267.00;245.13 
80532;Galaxy S8 G950F;64;Pink;Grade C;$257.00;236.28 
79757;Galaxy S8 G950F;64;Silver;Grade C;$288.00;263.72 
79744;Galaxy S8 G950F;64;Grey;Grade D;$299.52;273.91 
79737;Galaxy S8 G950F;64;Black;Grade D;$276.24;253.31 
80536;Galaxy S8 G950F;64;Blue;Grade D;$267.00;245.13 
80531;Galaxy S8 G950F;64;Pink;Grade D;$257.00;236.28 
79758;Galaxy S8 G950F;64;Silver;Grade D;$288.00;263.72 
79746;Galaxy S8 G950F;64;Grey;Grade B;$298.56;273.06 
79731;Galaxy S8 G950F;64;Black;Grade B;$308.16;281.56 
80538;Galaxy S8 G950F;64;Blue;Grade B;$298.56;273.06 
80533;Galaxy S8 G950F;64;Pink;Grade B;$257.00;236.28 
79756;Galaxy S8 G950F;64;Silver;Grade B;$257.00;236.28 
79747;Galaxy S8 G950F;64;Grey;Grade A;$310.00;283.19 
79730;Galaxy S8 G950F;64;Black;Grade A;$331.20;301.95 
80539;Galaxy S8 G950F;64;Blue;Grade A;$310.00;283.19 
80534;Galaxy S8 G950F;64;Pink;Grade A;$310.00;283.19 
79755;Galaxy S8 G950F;64;Silver;Grade A;$310.00;283.19 
79775;Galaxy S8 Plus G955F;64;Grey;Grade C;$299.52;273.91 
79767;Galaxy S8 Plus G955F;64;Black;Grade C;$308.88;282.19 
80547;Galaxy S8 Plus G955F;64;Blue;Grade C;$300.00;274.34 
80542;Galaxy S8 Plus G955F;64;Pink;Grade C;$257.00;236.28 
79787;Galaxy S8 Plus G955F;64;Silver;Grade C;$336.00;306.19 
79774;Galaxy S8 Plus G955F;64;Grey;Grade D;$299.52;273.91 
79768;Galaxy S8 Plus G955F;64;Black;Grade D;$308.88;282.19 
80546;Galaxy S8 Plus G955F;64;Blue;Grade D;$300.00;274.34 
80541;Galaxy S8 Plus G955F;64;Pink;Grade D;$257.00;236.28 
79788;Galaxy S8 Plus G955F;64;Silver;Grade D;$336.00;306.19 
79776;Galaxy S8 Plus G955F;64;Grey;Grade B;$305.00;278.76 
79766;Galaxy S8 Plus G955F;64;Black;Grade B;$340.80;310.44 
80548;Galaxy S8 Plus G955F;64;Blue;Grade B;$331.20;301.95 
80543;Galaxy S8 Plus G955F;64;Pink;Grade B;$257.00;236.28 
79786;Galaxy S8 Plus G955F;64;Silver;Grade B;$257.00;236.28 
79777;Galaxy S8 Plus G955F;64;Grey;Grade A;$324.00;295.58 
79764;Galaxy S8 Plus G955F;64;Black;Grade A;$363.84;330.83 
80549;Galaxy S8 Plus G955F;64;Blue;Grade A;$324.00;295.58 
80544;Galaxy S8 Plus G955F;64;Pink;Grade A;;8.85 
79784;Galaxy S8 Plus G955F;64;Silver;Grade A;;8.85 
78240;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;Grade C;$101.00;98.23 
78245;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;Grade C;$78.43;78.26 
78241;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;Grade D;$101.00;98.23 
78246;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;Grade D;$78.43;78.26 
78239;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;Grade B;$101.00;98.23 
78244;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;Grade B;$78.43;78.26 
78238;Apple Watch Serie 1 Aluminium 38 MM;16;Silver;Grade A;;8.85 
78243;Apple Watch Serie 1 Aluminium 42 MM;16;Silver;Grade A;;8.85 
78260;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;Grade C;$122.55;117.30 
78255;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;Grade C;$187.00;174.34 
78256;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;Grade D;$187.00;174.34 
78261;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;Grade D;$122.55;117.30 
78259;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;Grade B;$146.88;138.83 
78254;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;Grade B;$187.00;174.34 
78257;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Silver;Grade A;;8.85 
78253;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Silver;Grade A;;8.85 
78270;Apple Watch Serie 2 Nike + 38 MM;16;Black;Grade C;$178.00;166.37 
78275;Apple Watch Serie 2 Nike + 42 MM;16;Black;Grade C;$187.00;174.34 
78271;Apple Watch Serie 2 Nike + 38 MM;16;Black;Grade D;$178.00;166.37 
78276;Apple Watch Serie 2 Nike + 42 MM;16;Black;Grade D;$187.00;174.34 
78269;Apple Watch Serie 2 Nike + 38 MM;16;Black;Grade B;$178.00;166.37 
78274;Apple Watch Serie 2 Nike + 42 MM;16;Black;Grade B;$187.00;174.34 
78268;Apple Watch Serie 2 Nike + 38 MM;16;Black;Grade A;;8.85 
78273;Apple Watch Serie 2 Nike + 42 MM;16;Black;Grade A;;8.85 
78250;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;Grade C;$216.00;200.00 
78265;Apple Watch Serie 2 stainless steel 42MM;16;Silver;Grade C;$226.00;208.85 
78251;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;Grade D;$216.00;200.00 
78266;Apple Watch Serie 2 stainless steel 42MM;16;Silver;Grade D;$226.00;208.85 
78249;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;Grade B;$216.00;200.00 
78264;Apple Watch Serie 2 stainless steel 42MM;16;Silver;Grade B;$226.00;208.85 
78248;Apple Watch Serie 2 stainless steel 38 MM;16;Silver;Grade A;;8.85 
78263;Apple Watch Serie 2 stainless steel 42MM;16;Silver;Grade A;;8.85 
78220;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;Grade C;$72.00;72.57 
78225;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;Grade C;$72.00;72.57 
78221;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;Grade D;$72.00;72.57 
78226;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;Grade D;$72.00;72.57 
78219;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;Grade B;$72.00;72.57 
78224;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;Grade B;$72.00;72.57 
78218;Apple Watch 1st Generation Aluminium (sport) 38 MM;16;Silver;Grade A;;8.85 
78223;Apple Watch 1st Generation Aluminium (sport) 42 MM;16;Silver;Grade A;;8.85 
78230;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;Grade C;$82.00;81.42 
78235;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;Grade C;$86.00;84.96 
78231;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;Grade D;$82.00;81.42 
78236;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;Grade D;$86.00;84.96 
78229;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;Grade B;$82.00;81.42 
78234;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;Grade B;$86.00;84.96 
78228;Apple Watch 1st Generation Stainless Steel 38 MM;16;Silver;Grade A;;8.85 
78233;Apple Watch 1st Generation Stainless Steel 42 MM;16;Silver;Grade A;;8.85 
